,Court,Surface,Round,PlayerA,PlayerA_Pts,PA_B365,PA_EX,PA_LB,PA_PS,PA_MaxBet,PA_AvgBet,PlayerB,PlayerB_Pts,PB_B365,PB_EX,PB_LB,PB_PS,PB_MaxBet,PB_AvgBet,Rank_Diff,Pt_Diff
13414,1,1,1,55.0,860.0,10.0,8.25,8.0,10.91,10.91,9.29,2.0,9205.0,1.06,1.06,1.06,1.07,1.07,1.06,53.0,-8345.0
13415,0,1,5,38.0,1155.0,10.0,9.25,8.5,11.5,11.5,9.81,2.0,7495.0,1.04,1.04,1.05,1.07,1.07,1.05,36.0,-6340.0
13416,1,1,1,101.0,551.0,10.0,8.0,7.0,10.91,10.91,8.98,10.0,3465.0,1.05,1.07,1.08,1.07,1.08,1.07,91.0,-2914.0
13417,1,2,3,40.0,1065.0,10.0,7.0,10.0,12.5,12.5,9.88,1.0,12470.0,1.04,1.08,1.03,1.06,1.08,1.05,39.0,-11405.0
13418,1,2,5,23.0,1425.0,10.0,8.0,10.0,9.95,10.0,9.49,1.0,12470.0,1.05,1.06,1.03,1.09,1.09,1.06,22.0,-11045.0
13419,1,3,1,123.0,457.0,10.0,7.5,7.5,11.63,11.63,9.16,25.0,1400.0,1.04,1.07,1.07,1.06,1.07,1.06,98.0,-943.0
13420,1,3,1,110.0,641.0,10.0,9.0,8.0,10.91,10.91,9.48,57.0,873.0,1.04,1.04,1.06,1.07,1.07,1.05,53.0,-232.0
13421,1,2,2,101.0,513.0,10.0,8.0,8.5,13.0,13.0,9.88,5.0,4325.0,1.04,1.06,1.05,1.05,1.06,1.05,96.0,-3812.0
13422,1,1,2,188.0,282.0,10.0,8.5,9.0,13.44,13.44,10.24,4.0,5870.0,1.06,1.06,1.06,1.05,1.06,1.06,184.0,-5588.0
13423,1,2,2,182.0,293.0,10.0,7.5,8.0,11.25,11.25,9.19,14.0,1955.0,1.04,1.07,1.06,1.07,1.07,1.06,168.0,-1662.0
13424,0,1,1,295.0,170.0,10.0,7.0,10.0,9.44,10.0,9.11,25.0,1585.0,1.06,1.04,1.05,1.08,1.08,1.06,270.0,-1415.0
13425,1,1,7,84.0,604.0,10.0,8.5,8.5,11.49,11.49,9.62,2.0,9205.0,1.06,1.06,1.07,1.07,1.07,1.07,82.0,-8601.0
13426,0,1,3,176.0,290.0,10.0,8.5,8.5,11.52,11.52,9.63,2.0,9280.0,1.06,1.06,1.05,1.07,1.07,1.06,174.0,-8990.0
13427,1,1,1,813.0,25.0,10.0,8.0,8.0,10.95,10.95,9.24,87.0,636.0,1.06,1.06,1.08,1.07,1.08,1.07,726.0,-611.0
13428,0,1,1,51.0,847.0,10.0,8.5,8.5,11.26,11.26,9.57,2.0,9080.0,1.06,1.06,1.05,1.06,1.06,1.06,49.0,-8233.0
13429,1,1,5,8.0,2995.0,10.0,7.5,7.5,10.25,10.25,8.81,1.0,13500.0,1.06,1.06,1.08,1.08,1.08,1.07,7.0,-10505.0
13430,0,1,2,266.0,194.0,10.0,6.25,9.0,11.52,11.52,9.19,13.0,2505.0,1.06,1.05,1.06,1.07,1.07,1.06,253.0,-2311.0
13431,1,1,1,127.0,427.0,10.0,9.0,8.5,10.91,10.91,9.6,3.0,6585.0,1.06,1.05,1.05,1.07,1.07,1.06,124.0,-6158.0
13432,1,1,1,103.0,572.0,10.0,7.5,7.5,9.93,10.0,8.73,4.0,5600.0,1.06,1.08,1.07,1.07,1.08,1.07,99.0,-5028.0
13433,1,1,1,306.0,137.0,10.0,9.25,9.0,9.95,10.0,9.55,12.0,2625.0,1.04,1.04,1.04,1.087,1.09,1.05,294.0,-2488.0
13434,1,1,2,153.0,328.0,10.0,9.0,8.0,10.25,10.25,9.31,2.0,9625.0,1.06,1.05,1.06,1.07,1.07,1.06,151.0,-9297.0
13435,1,2,1,66.0,759.0,10.0,8.5,10.0,10.5,10.5,9.75,5.0,4880.0,1.06,1.06,1.05,1.07,1.07,1.06,61.0,-4121.0
13436,0,1,3,41.0,1065.0,10.0,7.0,9.0,13.0,13.0,9.75,2.0,7695.0,1.04,1.08,1.04,1.06,1.08,1.06,39.0,-6630.0
13437,0,1,5,34.0,1200.0,10.0,7.0,9.0,13.4,13.4,9.85,4.0,7530.0,1.06,1.08,1.04,1.06,1.08,1.06,30.0,-6330.0
13438,0,1,2,66.0,736.0,10.0,7.0,8.0,12.5,12.5,9.38,4.0,7530.0,1.06,1.08,1.06,1.06,1.08,1.07,62.0,-6794.0
13439,1,2,1,365.0,113.0,10.0,7.0,7.0,10.43,10.43,8.61,24.0,1390.0,1.06,1.08,1.08,1.07,1.08,1.07,341.0,-1277.0
13440,1,1,1,94.0,630.0,10.0,6.25,9.0,10.92,10.92,9.04,2.0,9345.0,1.06,1.05,1.06,1.07,1.07,1.06,92.0,-8715.0
13441,1,1,2,149.0,327.0,10.0,8.0,9.0,13.85,13.85,10.21,9.0,3490.0,1.04,1.05,1.04,1.05,1.05,1.05,140.0,-3163.0
13442,1,1,4,17.0,1710.0,10.0,8.5,8.5,14.8,14.8,10.45,2.0,8710.0,1.04,1.05,1.05,1.05,1.05,1.05,15.0,-7000.0
13443,1,1,5,41.0,935.0,10.0,8.0,8.0,9.6,10.0,8.9,3.0,8090.0,1.06,1.06,1.07,1.09,1.09,1.07,38.0,-7155.0
13444,1,1,2,25.0,1445.0,10.0,8.0,9.0,11.75,11.75,9.69,2.0,10860.0,1.06,1.05,1.04,1.06,1.06,1.05,23.0,-9415.0
13445,1,1,2,64.0,791.0,10.0,6.0,9.0,10.71,10.71,8.93,4.0,4940.0,1.06,1.07,1.06,1.07,1.07,1.07,60.0,-4149.0
13446,0,1,2,111.0,508.0,10.0,8.0,8.0,11.25,11.25,9.31,8.0,3670.0,1.06,1.06,1.06,1.07,1.07,1.06,103.0,-3162.0
13447,1,1,2,37.0,1052.0,10.0,9.0,8.0,11.75,11.75,9.69,9.0,3150.0,1.06,1.05,1.06,1.06,1.06,1.06,28.0,-2098.0
13448,0,1,1,54.0,794.0,10.0,8.0,8.5,11.63,11.63,9.53,8.0,3740.0,1.06,1.06,1.05,1.06,1.06,1.06,46.0,-2946.0
13449,1,1,5,54.0,843.0,10.0,6.5,10.0,11.6,11.6,9.53,2.0,9345.0,1.06,1.05,1.05,1.07,1.07,1.06,52.0,-8502.0
13450,0,1,5,83.0,614.0,10.0,8.0,7.5,13.5,13.5,9.75,12.0,2375.0,1.06,1.06,1.07,1.06,1.07,1.06,71.0,-1761.0
13451,0,1,1,104.0,534.0,10.0,8.5,7.0,8.43,10.0,8.48,5.0,5360.0,1.06,1.05,1.08,1.09,1.09,1.07,99.0,-4826.0
13452,0,1,2,47.0,830.0,10.0,7.0,8.5,11.25,11.25,9.19,5.0,5360.0,1.06,1.08,1.05,1.07,1.08,1.07,42.0,-4530.0
13453,1,2,5,62.0,783.0,10.0,9.0,8.0,11.5,11.5,9.63,2.0,8385.0,1.06,1.05,1.06,1.07,1.07,1.06,60.0,-7602.0
13454,1,2,2,71.0,673.0,10.0,8.5,8.0,12.5,12.5,9.75,2.0,8385.0,1.06,1.06,1.06,1.06,1.06,1.06,69.0,-7712.0
13455,1,1,2,104.0,545.0,10.0,7.5,8.0,10.37,10.37,8.97,7.0,4595.0,1.05,1.08,1.06,1.07,1.08,1.07,97.0,-4050.0
13456,1,1,1,77.0,638.0,10.0,7.0,7.0,11.28,11.28,8.82,13.0,2345.0,1.04,1.07,1.08,1.06,1.08,1.06,64.0,-1707.0
13457,0,1,1,1461.0,2.0,10.0,8.5,9.0,10.75,10.75,9.56,17.0,1855.0,1.04,1.05,1.04,1.077,1.08,1.05,1444.0,-1853.0
13458,1,2,1,538.0,65.0,10.0,7.0,9.0,13.04,13.04,9.76,110.0,546.0,1.05,1.03,1.04,1.05,1.05,1.04,428.0,-481.0
13459,1,1,2,98.0,563.0,10.0,8.0,8.0,11.25,11.25,9.31,5.0,6505.0,1.06,1.06,1.06,1.07,1.07,1.06,93.0,-5942.0
13460,1,1,2,41.0,1060.0,10.0,7.75,9.0,15.0,15.0,10.44,3.0,7880.0,1.04,1.06,1.04,1.04,1.06,1.05,38.0,-6820.0
13461,1,1,5,38.0,1098.0,10.0,8.0,8.0,12.5,12.5,9.63,3.0,7880.0,1.04,1.06,1.06,1.06,1.06,1.06,35.0,-6782.0
13462,1,2,2,437.0,78.0,10.0,8.5,8.0,13.4,13.4,9.98,14.0,2700.0,1.04,1.05,1.06,1.06,1.06,1.05,423.0,-2622.0
13463,0,1,2,81.0,591.0,10.0,8.5,8.0,15.5,15.5,10.5,10.0,2970.0,1.04,1.05,1.06,1.045,1.06,1.05,71.0,-2379.0
13464,1,1,2,154.0,375.0,10.0,8.0,7.5,6.87,10.0,8.09,18.0,1665.0,1.04,1.06,1.07,1.14,1.14,1.08,136.0,-1290.0
13465,1,1,4,58.0,851.0,10.0,8.5,8.0,10.75,10.75,9.31,2.0,9205.0,1.06,1.05,1.08,1.08,1.08,1.07,56.0,-8354.0
13466,1,1,3,72.0,689.0,10.0,9.0,8.0,12.5,12.5,9.88,7.0,4320.0,1.04,1.04,1.06,1.06,1.06,1.05,65.0,-3631.0
13467,1,1,3,33.0,1185.0,10.0,8.5,9.0,10.84,10.84,9.59,2.0,9205.0,1.06,1.06,1.06,1.08,1.08,1.07,31.0,-8020.0
13468,1,1,3,41.0,1050.0,10.0,8.0,8.0,13.63,13.63,9.91,1.0,12630.0,1.04,1.06,1.06,1.06,1.06,1.06,40.0,-11580.0
13469,1,1,2,321.0,137.0,10.0,8.0,8.0,12.25,12.25,9.56,13.0,2345.0,1.04,1.06,1.06,1.06,1.06,1.06,308.0,-2208.0
13470,1,1,1,54.0,860.0,10.0,7.0,7.5,9.93,10.0,8.61,5.0,4520.0,1.05,1.07,1.07,1.07,1.07,1.07,49.0,-3660.0
13471,1,2,1,569.0,55.0,10.0,6.5,9.0,9.53,10.0,8.76,101.0,596.0,1.06,1.04,1.06,1.1,1.1,1.07,468.0,-541.0
13472,1,1,3,79.0,640.0,10.0,8.0,9.0,11.75,11.75,9.69,3.0,8180.0,1.06,1.06,1.04,1.07,1.07,1.06,76.0,-7540.0
13473,1,2,7,13.0,2225.0,10.0,9.0,10.0,9.6,10.0,9.65,5.0,5985.0,1.06,1.04,1.05,1.09,1.09,1.06,8.0,-3760.0
13474,1,2,5,54.0,805.0,10.0,7.0,8.0,9.05,10.0,8.51,4.0,6920.0,1.06,1.08,1.06,1.1,1.1,1.08,50.0,-6115.0
13475,1,2,1,136.0,404.0,10.0,9.0,7.5,9.16,10.0,8.92,15.0,2165.0,1.06,1.04,1.07,1.09,1.09,1.07,121.0,-1761.0
13476,1,2,2,48.0,880.0,10.0,8.5,10.0,10.25,10.25,9.69,2.0,8670.0,1.06,1.05,1.03,1.07,1.07,1.05,46.0,-7790.0
13477,1,3,7,41.0,985.0,10.0,10.0,10.0,13.4,13.4,10.85,2.0,8390.0,1.04,1.03,1.03,1.06,1.06,1.04,39.0,-7405.0
13478,1,2,3,23.0,1420.0,10.0,7.0,9.0,10.75,10.75,9.19,1.0,12730.0,1.06,1.08,1.06,1.08,1.08,1.07,22.0,-11310.0
13479,1,3,2,105.0,491.0,10.0,9.0,11.0,17.0,17.0,11.75,7.0,4510.0,1.04,1.04,1.02,1.04,1.04,1.04,98.0,-4019.0
13480,1,2,2,102.0,575.0,10.0,10.0,9.0,15.0,15.0,11.0,6.0,4720.0,1.03,1.04,1.04,1.04,1.04,1.04,96.0,-4145.0
13481,1,1,2,144.0,376.0,10.0,8.0,8.5,13.0,13.0,9.88,6.0,4740.0,1.06,1.06,1.05,1.06,1.06,1.06,138.0,-4364.0
13482,1,2,5,104.0,538.0,10.0,7.0,7.0,11.5,11.5,8.88,6.0,4865.0,1.06,1.08,1.08,1.07,1.08,1.07,98.0,-4327.0
13483,1,2,2,309.0,142.0,10.0,8.0,7.0,9.65,10.0,8.66,25.0,1535.0,1.06,1.06,1.08,1.08,1.08,1.07,284.0,-1393.0
13484,1,2,3,47.0,971.0,10.0,9.0,10.0,10.75,10.75,9.94,4.0,5355.0,1.06,1.05,1.05,1.08,1.08,1.06,43.0,-4384.0
13485,1,2,1,364.0,107.0,10.0,5.75,7.5,10.91,10.91,8.54,56.0,820.0,1.06,1.12,1.07,1.07,1.12,1.08,308.0,-713.0
13486,1,2,1,513.0,66.0,10.0,8.0,8.0,10.91,10.91,9.23,89.0,616.0,1.06,1.07,1.06,1.07,1.07,1.07,424.0,-550.0
13487,1,1,2,44.0,1000.0,10.0,8.5,7.5,11.25,11.25,9.31,1.0,13130.0,1.06,1.06,1.07,1.07,1.07,1.07,43.0,-12130.0
13488,1,2,2,81.0,613.0,10.0,8.0,8.0,8.6,10.0,8.65,2.0,8750.0,1.06,1.06,1.06,1.1,1.1,1.07,79.0,-8137.0
13489,1,1,3,36.0,1105.0,10.0,7.0,7.0,11.5,11.5,8.88,2.0,8610.0,1.06,1.07,1.08,1.07,1.08,1.07,34.0,-7505.0
13490,1,1,3,60.0,776.0,10.0,9.0,8.5,12.0,12.0,9.88,6.0,5010.0,1.06,1.04,1.05,1.07,1.07,1.06,54.0,-4234.0
13491,1,2,2,27.0,1220.0,10.0,8.0,8.0,9.65,10.0,8.91,1.0,12500.0,1.06,1.06,1.06,1.08,1.08,1.07,26.0,-11280.0
13492,0,1,1,438.0,95.0,10.0,8.5,8.0,10.44,10.44,9.24,44.0,920.0,1.06,1.06,1.08,1.07,1.08,1.07,394.0,-825.0
13493,1,1,2,30.0,1295.0,11.0,8.5,8.5,10.0,11.0,9.5,1.0,12860.0,1.05,1.05,1.05,1.08,1.08,1.06,29.0,-11565.0
13494,1,1,1,370.0,121.0,11.0,7.0,13.0,12.02,13.0,10.76,19.0,1855.0,1.05,1.03,1.03,1.06,1.06,1.04,351.0,-1734.0
13495,1,1,5,87.0,585.0,11.0,10.5,10.0,13.58,13.58,11.27,1.0,13755.0,1.04,1.03,1.05,1.06,1.06,1.05,86.0,-13170.0
13496,1,3,2,29.0,1230.0,11.0,8.5,10.0,11.0,11.0,10.13,3.0,9310.0,1.05,1.05,1.03,1.07,1.07,1.05,26.0,-8080.0
13497,1,2,7,95.0,545.0,11.0,8.0,7.0,12.0,12.0,9.5,4.0,6865.0,1.05,1.06,1.08,1.07,1.08,1.07,91.0,-6320.0
13498,1,2,2,683.0,36.0,11.0,10.0,8.0,13.89,13.89,10.72,71.0,715.0,1.05,1.04,1.06,1.05,1.06,1.05,612.0,-679.0
13499,1,2,2,45.0,945.0,11.0,9.0,8.0,10.98,11.0,9.75,10.0,3000.0,1.05,1.05,1.06,1.07,1.07,1.06,35.0,-2055.0
13500,1,1,2,90.0,564.0,11.0,7.25,10.0,13.4,13.4,10.41,3.0,7440.0,1.03,1.07,1.03,1.056,1.07,1.05,87.0,-6876.0
13501,1,3,7,60.0,730.0,11.0,9.0,8.0,13.0,13.0,10.25,6.0,5180.0,1.05,1.04,1.07,1.06,1.07,1.06,54.0,-4450.0
13502,1,2,2,50.0,896.0,11.0,8.5,10.0,11.52,11.52,10.26,5.0,5595.0,1.05,1.04,1.05,1.07,1.07,1.05,45.0,-4699.0
13503,1,2,7,35.0,1315.0,11.0,7.75,9.0,12.5,12.5,10.06,3.0,6480.0,1.03,1.06,1.04,1.06,1.06,1.05,32.0,-5165.0
13504,1,2,2,347.0,112.0,11.0,9.0,8.5,12.0,12.0,10.13,5.0,4935.0,1.03,1.04,1.05,1.06,1.06,1.05,342.0,-4823.0
13505,1,1,1,307.0,150.0,11.0,7.5,8.0,10.75,11.0,9.31,26.0,1365.0,1.05,1.07,1.06,1.07,1.07,1.06,281.0,-1215.0
13506,1,1,1,47.0,894.0,11.0,8.5,10.0,15.0,15.0,11.13,2.0,8310.0,1.03,1.05,1.03,1.047,1.05,1.04,45.0,-7416.0
13507,1,1,2,30.0,1252.0,11.0,8.25,8.5,13.0,13.0,10.19,2.0,10575.0,1.05,1.05,1.05,1.06,1.06,1.05,28.0,-9323.0
13508,1,1,2,31.0,1145.0,11.0,9.0,9.0,11.36,11.36,10.09,1.0,12860.0,1.05,1.05,1.04,1.06,1.06,1.05,30.0,-11715.0
13509,1,2,2,417.0,96.0,11.0,9.0,8.0,12.02,12.02,10.01,17.0,1930.0,1.05,1.05,1.06,1.06,1.06,1.06,400.0,-1834.0
13510,1,2,1,44.0,961.0,11.0,7.0,8.0,15.0,15.0,10.25,14.0,2210.0,1.05,1.08,1.06,1.04,1.08,1.06,30.0,-1249.0
13511,1,2,1,798.0,20.0,11.0,7.0,7.5,14.12,14.12,9.91,49.0,872.0,1.05,1.08,1.07,1.04,1.08,1.06,749.0,-852.0
13512,1,1,1,55.0,837.0,11.0,9.0,7.5,11.25,11.25,9.69,11.0,3545.0,1.05,1.05,1.07,1.07,1.07,1.06,44.0,-2708.0
13513,0,1,6,8.0,4035.0,11.0,9.0,10.0,10.98,11.0,10.25,1.0,15285.0,1.05,1.05,1.05,1.07,1.07,1.06,7.0,-11250.0
13514,1,1,2,192.0,249.0,11.0,8.5,8.5,14.7,14.7,10.68,4.0,5155.0,1.03,1.05,1.05,1.05,1.05,1.05,188.0,-4906.0
13515,1,1,4,17.0,1595.0,11.0,8.75,10.0,13.4,13.4,10.79,1.0,12670.0,1.05,1.04,1.04,1.06,1.06,1.05,16.0,-11075.0
13516,1,1,7,21.0,1495.0,11.0,7.0,8.0,12.25,12.25,9.56,1.0,12670.0,1.05,1.08,1.07,1.07,1.08,1.07,20.0,-11175.0
13517,1,2,1,613.0,36.0,11.0,8.0,7.5,11.88,11.88,9.6,394.0,100.0,1.05,1.06,1.07,1.05,1.07,1.06,219.0,-64.0
13518,1,2,2,98.0,560.0,11.0,8.0,7.0,14.0,14.0,10.0,16.0,1810.0,1.05,1.06,1.08,1.05,1.08,1.06,82.0,-1250.0
13519,1,1,3,27.0,1240.0,11.0,7.0,8.0,10.75,11.0,9.19,6.0,4740.0,1.05,1.08,1.06,1.08,1.08,1.07,21.0,-3500.0
13520,1,2,5,52.0,831.0,11.0,8.5,10.0,12.75,12.75,10.56,5.0,4880.0,1.05,1.06,1.05,1.06,1.06,1.06,47.0,-4049.0
13521,0,1,1,639.0,35.0,11.0,8.5,7.0,11.23,11.23,9.43,45.0,898.0,1.05,1.05,1.08,1.06,1.08,1.06,594.0,-863.0
13522,0,1,7,32.0,1225.0,11.0,8.5,10.0,11.5,11.5,10.25,1.0,13860.0,1.05,1.05,1.05,1.07,1.07,1.06,31.0,-12635.0
13523,1,2,3,69.0,690.0,11.0,8.0,8.0,12.25,12.25,9.81,6.0,4160.0,1.05,1.06,1.06,1.06,1.06,1.06,63.0,-3470.0
13524,1,1,1,59.0,790.0,11.0,11.0,11.0,16.29,16.29,12.32,1.0,15645.0,1.03,1.03,1.02,1.03,1.03,1.03,58.0,-14855.0
13525,1,1,1,64.0,760.0,11.0,8.25,9.0,11.81,11.81,10.02,16.0,1990.0,1.05,1.06,1.04,1.06,1.06,1.05,48.0,-1230.0
13526,1,2,1,413.0,105.0,11.0,8.0,10.0,14.8,14.8,10.95,53.0,871.0,1.05,1.05,1.05,1.04,1.05,1.05,360.0,-766.0
13527,0,1,5,59.0,805.0,11.0,8.5,9.0,9.05,11.0,9.39,1.0,13860.0,1.05,1.05,1.06,1.1,1.1,1.07,58.0,-13055.0
13528,1,2,1,605.0,41.0,11.0,9.0,9.0,12.39,12.39,10.35,43.0,920.0,1.05,1.05,1.04,1.05,1.05,1.05,562.0,-879.0
13529,1,2,1,671.0,30.0,11.0,9.0,8.0,8.68,11.0,9.17,104.0,529.0,1.05,1.04,1.06,1.09,1.09,1.06,567.0,-499.0
13530,1,2,5,69.0,690.0,11.0,10.0,9.0,13.4,13.4,10.85,12.0,2495.0,1.05,1.03,1.04,1.06,1.06,1.05,57.0,-1805.0
13531,1,2,2,81.0,634.0,11.0,8.0,8.5,10.25,11.0,9.44,13.0,2175.0,1.05,1.06,1.05,1.07,1.07,1.06,68.0,-1541.0
13532,0,1,1,1194.0,5.0,11.0,7.5,8.5,12.63,12.63,9.91,107.0,534.0,1.05,1.07,1.05,1.05,1.07,1.06,1087.0,-529.0
13533,1,1,2,137.0,408.0,11.0,10.0,7.5,13.4,13.4,10.48,5.0,4200.0,1.05,1.03,1.07,1.06,1.07,1.05,132.0,-3792.0
13534,0,1,2,204.0,241.0,11.0,9.25,8.5,18.5,18.5,11.81,9.0,3285.0,1.05,1.04,1.05,1.03,1.05,1.04,195.0,-3044.0
13535,1,1,4,30.0,1230.0,11.0,9.0,9.0,12.0,12.0,10.25,9.0,4340.0,1.05,1.05,1.06,1.07,1.07,1.06,21.0,-3110.0
13536,1,1,5,125.0,430.0,11.0,8.5,8.0,13.4,13.4,10.23,2.0,9625.0,1.05,1.05,1.06,1.06,1.06,1.06,123.0,-9195.0
13537,1,2,2,98.0,588.0,11.0,8.5,8.5,11.25,11.25,9.81,3.0,5785.0,1.05,1.06,1.05,1.07,1.07,1.06,95.0,-5197.0
13538,1,1,3,35.0,1110.0,11.0,9.0,8.5,16.25,16.25,11.19,3.0,8280.0,1.03,1.04,1.05,1.04,1.05,1.04,32.0,-7170.0
13539,1,1,4,19.0,1785.0,11.0,8.0,8.5,12.5,12.5,10.0,3.0,8350.0,1.05,1.06,1.06,1.06,1.06,1.06,16.0,-6565.0
13540,1,2,1,694.0,23.0,11.0,8.0,8.5,16.0,16.0,10.88,16.0,1790.0,1.03,1.05,1.05,1.04,1.05,1.04,678.0,-1767.0
13541,1,1,4,18.0,1925.0,11.0,8.0,10.0,15.5,15.5,11.13,1.0,13280.0,1.05,1.06,1.04,1.05,1.06,1.05,17.0,-11355.0
13542,1,2,2,73.0,666.0,11.0,8.0,8.0,9.65,11.0,9.16,4.0,6920.0,1.05,1.06,1.06,1.08,1.08,1.06,69.0,-6254.0
13543,1,1,5,85.0,644.0,11.0,9.0,10.0,12.0,12.0,10.5,11.0,3135.0,1.05,1.05,1.05,1.07,1.07,1.06,74.0,-2491.0
13544,1,1,5,27.0,1320.0,11.0,8.5,8.0,12.5,12.5,10.0,1.0,11360.0,1.05,1.06,1.06,1.06,1.06,1.06,26.0,-10040.0
13545,1,2,8,37.0,1095.0,11.0,10.0,8.5,15.75,15.75,11.31,2.0,9640.0,1.04,1.03,1.05,1.04,1.05,1.04,35.0,-8545.0
13546,1,2,3,16.0,2020.0,11.0,9.0,9.0,11.25,11.25,10.06,1.0,12900.0,1.05,1.05,1.04,1.07,1.07,1.05,15.0,-10880.0
13547,1,1,1,92.0,565.0,11.0,10.0,9.0,11.52,11.52,10.38,5.0,5205.0,1.04,1.03,1.04,1.06,1.06,1.04,87.0,-4640.0
13548,0,1,1,346.0,121.0,11.0,7.75,9.0,13.9,13.9,10.41,11.0,2955.0,1.03,1.06,1.04,1.05,1.06,1.05,335.0,-2834.0
13549,1,3,2,96.0,560.0,11.0,10.0,10.0,16.0,16.0,11.75,3.0,6675.0,1.03,1.03,1.03,1.04,1.04,1.03,93.0,-6115.0
13550,1,1,1,290.0,163.0,11.0,8.5,9.0,11.75,11.75,10.06,21.0,1575.0,1.05,1.05,1.04,1.06,1.06,1.05,269.0,-1412.0
13551,0,1,1,99.0,564.0,11.0,9.5,8.0,12.62,12.62,10.28,7.0,4660.0,1.04,1.04,1.06,1.05,1.06,1.05,92.0,-4096.0
13552,1,1,2,62.0,812.0,11.0,9.25,9.0,14.0,14.0,10.81,1.0,12630.0,1.03,1.04,1.04,1.05,1.05,1.04,61.0,-11818.0
13553,1,1,3,29.0,1338.0,11.0,8.0,8.5,13.8,13.8,10.33,1.0,13500.0,1.05,1.06,1.05,1.05,1.06,1.05,28.0,-12162.0
13554,1,1,2,111.0,504.0,11.0,9.0,9.0,14.0,14.0,10.75,7.0,4320.0,1.03,1.04,1.04,1.05,1.05,1.04,104.0,-3816.0
13555,1,1,2,54.0,896.0,11.0,8.0,9.0,13.0,13.0,10.25,2.0,8710.0,1.03,1.06,1.04,1.05,1.06,1.05,52.0,-7814.0
13556,0,1,1,1066.0,7.0,11.0,8.5,8.0,12.39,12.39,9.97,64.0,703.0,1.05,1.05,1.06,1.05,1.06,1.05,1002.0,-696.0
13557,1,1,1,221.0,220.0,11.0,9.0,9.0,13.39,13.39,10.6,13.0,2455.0,1.05,1.04,1.04,1.05,1.05,1.05,208.0,-2235.0
13558,1,1,1,179.0,273.0,11.0,9.0,9.0,14.5,14.5,10.88,15.0,2315.0,1.05,1.04,1.04,1.04,1.05,1.04,164.0,-2042.0
13559,1,1,2,66.0,740.0,11.0,9.0,9.0,13.89,13.89,10.72,5.0,5230.0,1.04,1.05,1.06,1.05,1.06,1.05,61.0,-4490.0
13560,1,1,2,82.0,649.0,11.0,9.0,10.0,12.33,12.33,10.58,6.0,4620.0,1.04,1.05,1.05,1.06,1.06,1.05,76.0,-3971.0
13561,0,1,2,436.0,82.0,11.0,8.0,8.0,11.25,11.25,9.56,27.0,1335.0,1.05,1.06,1.06,1.07,1.07,1.06,409.0,-1253.0
13562,1,2,3,46.0,885.0,11.0,6.5,8.5,11.5,11.5,9.38,5.0,6895.0,1.05,1.1,1.07,1.07,1.1,1.07,41.0,-6010.0
13563,1,1,2,96.0,591.0,11.0,9.0,11.0,10.15,11.0,10.29,5.0,4410.0,1.05,1.04,1.02,1.08,1.08,1.05,91.0,-3819.0
13564,1,2,1,338.0,136.0,11.0,9.0,9.0,11.37,11.37,10.09,9.0,2950.0,1.05,1.05,1.06,1.06,1.06,1.06,329.0,-2814.0
13565,0,1,2,64.0,718.0,11.0,8.0,8.5,10.15,11.0,9.41,3.0,7690.0,1.05,1.06,1.05,1.08,1.08,1.06,61.0,-6972.0
13566,0,1,3,69.0,682.0,11.0,8.0,8.5,11.5,11.5,9.75,3.0,7690.0,1.05,1.06,1.06,1.07,1.07,1.06,66.0,-7008.0
13567,1,1,5,196.0,263.0,11.0,8.0,8.5,13.9,13.9,10.35,5.0,5580.0,1.03,1.05,1.05,1.05,1.05,1.05,191.0,-5317.0
13568,0,1,1,792.0,15.0,11.0,8.5,9.0,13.12,13.12,10.41,12.0,2560.0,1.03,1.05,1.04,1.05,1.05,1.04,780.0,-2545.0
13569,1,1,2,39.0,1090.0,11.0,8.5,9.0,10.75,11.0,9.81,3.0,7800.0,1.03,1.05,1.04,1.08,1.08,1.05,36.0,-6710.0
13570,1,1,3,31.0,1195.0,11.0,10.0,9.0,13.8,13.8,10.95,4.0,5695.0,1.05,1.04,1.04,1.05,1.05,1.05,27.0,-4500.0
13571,1,1,1,79.0,621.0,11.0,8.0,8.5,14.5,14.5,10.5,51.0,925.0,1.03,1.06,1.05,1.04,1.06,1.05,28.0,-304.0
13572,1,1,2,89.0,594.0,11.0,9.0,9.0,15.0,15.0,11.0,7.0,4830.0,1.05,1.04,1.04,1.04,1.05,1.04,82.0,-4236.0
13573,1,2,2,28.0,1272.0,11.0,8.0,8.0,11.25,11.25,9.56,1.0,12900.0,1.05,1.06,1.06,1.07,1.07,1.06,27.0,-11628.0
13574,1,2,2,653.0,38.0,11.0,9.0,8.5,13.0,13.0,10.38,3.0,6060.0,1.04,1.05,1.05,1.05,1.05,1.05,650.0,-6022.0
13575,1,1,2,90.0,612.0,11.0,8.5,8.5,12.25,12.25,10.06,7.0,4540.0,1.05,1.06,1.05,1.06,1.06,1.06,83.0,-3928.0
13576,1,1,2,47.0,951.0,11.0,8.5,8.0,10.25,11.0,9.44,6.0,4885.0,1.05,1.06,1.06,1.07,1.07,1.06,41.0,-3934.0
13577,0,1,2,140.0,405.0,11.0,8.5,8.0,9.16,11.0,9.17,4.0,6710.0,1.05,1.04,1.06,1.09,1.09,1.06,136.0,-6305.0
